name,price_usd,year,manufacturer,model,class,length_ft,fuel,hull_material,hull_shape
2022 mariner 262022 mariner 26,43491,2022,mariner,26,other (sailboats),26,,fiberglass / polyester,
2022 mariner 26 - ausstellungsboot2022 mariner 26 - ausstellungsboot,55727,2022,mariner,26 - ausstellungsboot,other (sailboats),26,,fiberglass / polyester,
1982 maxi maxi 80 race -verkauft-1982 maxi maxi 80 race -verkauft-,8611,1982,maxi,maxi 80 race -verkauft-,daysailers,26,gasoline,fiberglass / polyester,
1980 neptune tridente 801980 neptune tridente 80,27250,1980,neptune,tridente 80,sailing yachts,26,diesel,fiberglass / polyester,
1981 sadler 251981 sadler 25,10082,1981,sadler,25,daysailers,26,,fiberglass / polyester,
2008 saffier sc 8.02008 saffier sc 8.0,53301,2008,saffier,sc 8.0,daysailers,26,diesel,other materials,other
1850 sleepvlet 8001850 sleepvlet 800,5450,1850,sleepvlet,800,sloop boats,26,diesel,steel,
1999 sportina 7601999 sportina 760,20982,1999,sportina,760,daysailers,26,,fiberglass / polyester,
1925 werftbau spitzgatter mit kanuheck1925 werftbau spitzgatter mit kanuheck,16895,1925,werftbau,spitzgatter mit kanuheck,unspecified (sailboats),26,diesel,wood,
2015 winner 8 -verkauft-2015 winner 8 -verkauft-,76191,2015,winner,8 -verkauft-,daysailers,26,diesel,fiberglass / polyester,
1951 hein 25er blitz jollenkreuzer1951 hein 25er blitz jollenkreuzer,16023,1951,hein,25er blitz jollenkreuzer,classic sailboats,26,gasoline,steel,
1997 van de stadt dolphin1997 van de stadt dolphin,19829,1997,van de stadt,dolphin,racer/cruiser sailboats,26,diesel,wood,
1983 gib'sea gib sea 771983 gib'sea gib sea 77,10355,1983,gib'sea,gib sea 77,sailing yachts,26,diesel,fiberglass / polyester,
1989 nordborg 26 -verkauft-1989 nordborg 26 -verkauft-,29975,1989,nordborg,26 -verkauft-,daysailers,26,diesel,fiberglass / polyester,
1972 werftbau ecume de mer1972 werftbau ecume de mer,10355,1972,werftbau,ecume de mer,sailing yachts,26,diesel,fiberglass / polyester,
2008 folkboat nordisches folkeboot2008 folkboat nordisches folkeboot,46870,2008,folkboat,nordisches folkeboot,classic sailboats,26,electric,fiberglass / polyester,
1964 holman stella 261964 holman stella 26,1859,1964,holman,stella 26,daysailers,25,other,wood,monohull
1983 marieholm internationales folkeboot1983 marieholm internationales folkeboot,18530,1983,marieholm,internationales folkeboot,sailing yachts,25,electric,fiberglass / polyester,
1978 oyster 261978 oyster 26,2479,1978,oyster,26,sailing yachts,25,diesel,fiberglass / polyester,monohull
1978 westerly centaur 261978 westerly centaur 26,8611,1978,westerly,centaur 26,sloop boats,25,diesel,other materials,other
1976 westerly centaur 261976 westerly centaur 26,13625,1976,westerly,centaur 26,sloop boats,25,diesel,other materials,other
1983 westerly griffon1983 westerly griffon,18589,1983,westerly,griffon,sailing yachts,25,diesel,fiberglass / polyester,monohull
1984 westerly griffon 261984 westerly griffon 26,9297,1984,westerly,griffon 26,sailing yachts,25,diesel,fiberglass / polyester,monohull
2020 dalpol phobos 24.5 in 3 kielvarianten2020 dalpol phobos 24.5 in 3 kielvarianten,42346,2020,dalpol,phobos 24.5 in 3 kielvarianten,sailing yachts,25,,fiberglass / polyester,
1986 sirius sirius 261986 sirius sirius 26,16350,1986,sirius,sirius 26,sailing boats with cabin,25,electric,fiberglass / polyester,
1979 sirius sirius 261979 sirius sirius 26,10900,1979,sirius,sirius 26,sailing yachts,25,diesel,fiberglass / polyester,
"1974 custom van de stadt, familycruiser1974 custom van de stadt, familycruiser",13625,1974,custom,"van de stadt, familycruiser",classic sailboats,25,diesel,wood,
1987 newbridge boats ltd pioneer spirit 261987 newbridge boats ltd pioneer spirit 26,30520,1987,newbridge boats ltd,pioneer spirit 26,daysailers,25,diesel,other materials,
1977 aloa marine 271977 aloa marine 27,25070,1977,aloa marine,27,sailing yachts,25,diesel,fiberglass / polyester,
1981 dehler delanta 761981 dehler delanta 76,16350,1981,dehler,delanta 76,other (sailboats),25,electric,fiberglass / polyester,
1981 dehler delanta 781981 dehler delanta 78,12862,1981,dehler,delanta 78,sailing yachts,25,gasoline,composite,
1980 mallard (fr) start 71980 mallard (fr) start 7,8938,1980,mallard (fr),start 7,sailing yachts,25,diesel,fiberglass / polyester,
2021 scandinavia 272021 scandinavia 27,46325,2021,scandinavia,27,sailing yachts,25,gasoline,fiberglass / polyester,
1975 seamaster 8001975 seamaster 800,109,1975,seamaster,800,sloop boats,25,diesel,other materials,
1978 hustler 25.51978 hustler 25.5,9297,1978,hustler,25.5,sailing yachts,25,diesel,fiberglass / polyester,
1984 jeanneau fantasia 271984 jeanneau fantasia 27,17985,1984,jeanneau,fantasia 27,sailing yachts,25,diesel,fiberglass / polyester,
1982 beneteau first class 81982 beneteau first class 8,10355,1982,beneteau,first class 8,sailing yachts,25,gasoline,fiberglass / polyester,
1975 victoire 261975 victoire 26,109,1975,victoire,26,sloop boats,25,diesel,other materials,other
1975 victoria yachts 261975 victoria yachts 26,12971,1975,victoria yachts,26,sailing yachts,25,diesel,composite,
1978 plasto ra antares1978 plasto ra antares,16350,1978,plasto,ra antares,sailing yachts,25,diesel,composite,
1981 bavaria 770 -verkauft-1981 bavaria 770 -verkauft-,12971,1981,bavaria,770 -verkauft-,daysailers,25,diesel,fiberglass / polyester,
1982 bavaria bavaria 7701982 bavaria bavaria 770,10355,1982,bavaria,bavaria 770,sailing yachts,25,diesel,composite,
1975 nautic-plast hai 7101975 nautic-plast hai 710,8175,1975,nautic-plast,hai 710,other (sailboats),25,electric,fiberglass / polyester,
1975 pelle peterson maxi 771975 pelle peterson maxi 77,4905,1975,pelle peterson,maxi 77,sailing yachts,25,diesel,composite,
1997 rommel 26 berlin1997 rommel 26 berlin,39785,1997,rommel,26 berlin,sloop boats,25,gasoline,other materials,other
1977 bootswerft gerhard bicker biga 241977 bootswerft gerhard bicker biga 24,16241,1977,bootswerft gerhard bicker,biga 24,other (sailboats),25,gasoline,fiberglass / polyester,
1981 dufour dufour 18001981 dufour dufour 1800,13080,1981,dufour,dufour 1800,sailing yachts,25,diesel,composite,
1959 burmester (de) folkeboot klassiker restauriert1959 burmester (de) folkeboot klassiker restauriert,21582,1959,burmester (de),folkeboot klassiker restauriert,sailing yachts,25,gasoline,wood,
2022 folkboat folkeboot2022 folkboat folkeboot,81344,2022,folkboat,folkeboot,classic sailboats,25,electric,fiberglass / polyester,
2012 folkboat nordisches folkeboot2012 folkboat nordisches folkeboot,51230,2012,folkboat,nordisches folkeboot,classic sailboats,25,electric,fiberglass / polyester,
1984 nordic folkboat .1984 nordic folkboat .,10845,1984,nordic folkboat,.,sloop boats,25,gasoline,other materials,displacement
1970 jeanneau sangria 771970 jeanneau sangria 77,7630,1970,jeanneau,sangria 77,sailing yachts,24,diesel,fiberglass / polyester,displacement
2021 mazuria laguna 26 full option 20212021 mazuria laguna 26 full option 2021,46325,2021,mazuria,laguna 26 full option 2021,sailing boats with cabin,24,gasoline,fiberglass / polyester,
1980 rebell werft rebell 251980 rebell werft rebell 25,9265,1980,rebell werft,rebell 25,other (sailboats),24,diesel,other materials,
2007 avar yacht vento 262007 avar yacht vento 26,21800,2007,avar yacht,vento 26,sloop boats,24,diesel,fiberglass / polyester,
2016 yacht service bente 242016 yacht service bente 24,68670,2016,yacht service,bente 24,sailing yachts,24,diesel,other materials,
1976 contest 251976 contest 25,13897,1976,contest,25,sloop boats,24,diesel,other materials,other
2022 beaconax bluestorm 7502022 beaconax bluestorm 750,70850,2022,beaconax,bluestorm 750,other (sailboats),24,,other materials,
2002 dehler 25 cruising -verkauft-2002 dehler 25 cruising -verkauft-,32591,2002,dehler,25 cruising -verkauft-,daysailers,24,diesel,fiberglass / polyester,
1979 dehler delanta 761979 dehler delanta 76,5995,1979,dehler,delanta 76,other (sailboats),24,,fiberglass / polyester,
1989 friendship yacht 25 ts1989 friendship yacht 25 ts,12862,1989,friendship yacht,25 ts,sailing yachts,24,diesel,composite,
2009 mak mak 7 race2009 mak mak 7 race,26160,2009,mak,mak 7 race,sailing yachts,24,gasoline,composite,
1989 mono 7501989 mono 750,10355,1989,mono,750,sloop boats,24,,other materials,other
1850 multi visboot1850 multi visboot,3815,1850,multi,visboot,sloop boats,24,diesel,steel,
1976 rebel mk 21976 rebel mk 2,10900,1976,rebel,mk 2,sailing yachts,24,gasoline,fiberglass / polyester,
2023 viko 25 lieferzeit: 12.20232023 viko 25 lieferzeit: 12.2023,0,2023,viko,25 lieferzeit: 12.2023,other (sailboats),24,,fiberglass / polyester,
2007 beneteau first class 7.52007 beneteau first class 7.5,10682,2007,beneteau,first class 7.5,daysailers,24,,other materials,
2017 dalpol phobos 27 new 3 kielvarianten2017 dalpol phobos 27 new 3 kielvarianten,40766,2017,dalpol,phobos 27 new 3 kielvarianten,sailing yachts,24,,fiberglass / polyester,
2022 tes yacht 246 versus2022 tes yacht 246 versus,48723,2022,tes yacht,246 versus,sailing yachts,24,,fiberglass / polyester,
2000 beneteau 25 platu 20002000 beneteau 25 platu 2000,20710,2000,beneteau,25 platu 2000,racer/cruiser sailboats,24,gasoline,fiberglass / polyester,
1994 unbekannt 241994 unbekannt 24,14170,1994,unbekannt,24,sailing yachts,24,gasoline,fiberglass / polyester,
1994 avance avance 241994 avance avance 24,10900,1994,avance,avance 24,sailing boats with cabin,24,gasoline,fiberglass / polyester,
1977 daimio daimio 241977 daimio daimio 24,6540,1977,daimio,daimio 24,sailing yachts,24,diesel,composite,
2009 macgregor m262009 macgregor m26,13080,2009,macgregor,m26,sloop boats,24,gasoline,other materials,other
2009 rustler 242009 rustler 24,48505,2009,rustler,24,sloop boats,24,,other materials,displacement
2009 rustler 242009 rustler 24,53955,2009,rustler,24,sloop boats,24,,other materials,displacement
2019 rustler yachts rustler 242019 rustler yachts rustler 24,119355,2019,rustler yachts,rustler 24,daysailers,24,diesel,other materials,
2001 sportina s 7302001 sportina s 730,29975,2001,sportina,s 730,sailing yachts,24,gasoline,composite,
1934 classic cardnell sloop1934 classic cardnell sloop,12397,1934,classic,cardnell sloop,sailing yachts,24,diesel,wood,monohull
2000 red fox vision2000 red fox vision,8616,2000,red fox,vision,sailing yachts,24,diesel,fiberglass / polyester,monohull
2001 clever 24.52001 clever 24.5,12535,2001,clever,24.5,sloop boats,23,gasoline,other materials,other
2000 etap 24i2000 etap 24i,31610,2000,etap,24i,sailing yachts,23,electric,fiberglass / polyester,
2022 sasanka viva 7002022 sasanka viva 700,27250,2022,sasanka,viva 700,sailing yachts,23,,fiberglass / polyester,
1970 unbekannt shark241970 unbekannt shark24,7521,1970,unbekannt,shark24,other (sailboats),23,,fiberglass / polyester,
1997 das-werft ocean 7251997 das-werft ocean 725,16350,1997,das-werft,ocean 725,daysailers,23,gasoline,fiberglass / polyester,
1973 albin vega 271973 albin vega 27,5388,1973,albin,vega 27,sailing yachts,23,gasoline,fiberglass / polyester,
1974 aubin tequila1974 aubin tequila,5341,1974,aubin,tequila,daysailers,23,gasoline,other materials,
1974 compromis 7201974 compromis 720,5831,1974,compromis,720,daysailers,23,,fiberglass / polyester,
1978 eigenbau furia1978 eigenbau furia,6431,1978,eigenbau,furia,sailing yachts,23,electric,fiberglass / polyester,
2009 tes tes 720 tb2009 tes tes 720 tb,74120,2009,tes,tes 720 tb,sailing boats with cabin,23,gasoline,fiberglass / polyester,
1960 unbekannt 1960 unbekannt ,29321,1960,unbekannt,,unspecified (sailboats),23,gasoline,wood,
2014 gaff rigged cutter 715 lady realwood2014 gaff rigged cutter 715 lady realwood,81750,2014,gaff rigged cutter 715,lady realwood,sloop boats,23,other,wood,other
1980 bavaria 7071980 bavaria 707,10791,1980,bavaria,707,sailing yachts,23,diesel,fiberglass / polyester,
1983 granada 23 mit neuem rigg und großsegel1983 granada 23 mit neuem rigg und großsegel,10900,1983,granada,23 mit neuem rigg und großsegel,daysailers,23,gasoline,fiberglass / polyester,
2009 yarmouth 232009 yarmouth 23,34091,2009,yarmouth,23,sailing yachts,22,diesel,fiberglass / polyester,
1983 dehler 23 sprinter segelboot1983 dehler 23 sprinter segelboot,6431,1983,dehler,23 sprinter segelboot,sailing yachts,22,gasoline,other materials,
1981 dehler sprinta sport1981 dehler sprinta sport,14170,1981,dehler,sprinta sport,sailing yachts,22,electric,composite,
2014 j boats j70 ger 7272014 j boats j70 ger 727,32700,2014,j boats,j70 ger 727,racer sailboats,22,gasoline,fiberglass / polyester,
2011 janmor sasanka 660sn2011 janmor sasanka 660sn,15805,2011,janmor,sasanka 660sn,sailing boats with cabin,22,electric,fiberglass / polyester,
1980 mariver cocaletta1980 mariver cocaletta,10355,1980,mariver,cocaletta,sailing yachts,22,electric,composite,
1971 neptun neptun 221971 neptun neptun 22,5995,1971,neptun,neptun 22,daysailers,22,gasoline,fiberglass / polyester,
1978 schoechl sunbeam 221978 schoechl sunbeam 22,17331,1978,schoechl,sunbeam 22,sailing boats with cabin,22,electric,fiberglass / polyester,
2012 viko s222012 viko s22,29212,2012,viko,s22,sailing yachts,22,,fiberglass / polyester,
1975 rydgeway marine pandora international1975 rydgeway marine pandora international,4905,1975,rydgeway marine,pandora international,sailing boats with cabin,22,electric,fiberglass / polyester,
2022 viko s222022 viko s22,26694,2022,viko,s22,other (sailboats),22,,fiberglass / polyester,
2013 viko s222013 viko s22,29321,2013,viko,s22,other (sailboats),22,gasoline,fiberglass / polyester,
2022 astus 22.52022 astus 22.5,0,2022,astus,22.5,catamarans and trimarans,22,other,fiberglass / polyester,trimaran
1982 brinecraft marine leisure 23 sl1982 brinecraft marine leisure 23 sl,11881,1982,brinecraft marine,leisure 23 sl,other (sailboats),22,electric,fiberglass / polyester,
1982 dehler sprinta sport1982 dehler sprinta sport,7194,1982,dehler,sprinta sport,sailing boats with cabin,22,,fiberglass / polyester,
1957 unbekannt motorsegler1957 unbekannt motorsegler,0,1957,unbekannt,motorsegler,motor glider (sail),22,diesel,other materials,
2006 cornish shrimper 192006 cornish shrimper 19,37605,2006,cornish shrimper,19,sloop boats,22,,other materials,
2022 sunbeam sunbeam 22.12022 sunbeam sunbeam 22.1,80743,2022,sunbeam,sunbeam 22.1,daysailers,22,,fiberglass / polyester,
1983 leisure 23 sl1983 leisure 23 sl,10894,1983,leisure,23 sl,classic sailboats,22,gasoline,fiberglass / polyester,
2007 argo argo 680 -verkauft-2007 argo argo 680 -verkauft-,25615,2007,argo,argo 680 -verkauft-,daysailers,22,,fiberglass / polyester,
1980 maxi 681980 maxi 68,9810,1980,maxi,68,daysailers,22,gasoline,other materials,
1985 plastivela plastivela bucero 19851985 plastivela plastivela bucero 1985,3270,1985,plastivela,plastivela bucero 1985,motor glider (sail),22,gasoline,fiberglass / polyester,other
2023 viko 23 - lieferzeit 12.20232023 viko 23 - lieferzeit 12.2023,0,2023,viko,23 - lieferzeit 12.2023,other (sailboats),22,,fiberglass / polyester,
2006 viko 23: gesucht!!2006 viko 23: gesucht!!,10900,2006,viko,23: gesucht!!,other (sailboats),22,,fiberglass / polyester,
2020 dalpol phobos 22 lieferbar 20222020 dalpol phobos 22 lieferbar 2022,27577,2020,dalpol,phobos 22 lieferbar 2022,sailing yachts,22,,fiberglass / polyester,
1975 leisure 22 - sofort verf?gbar1975 leisure 22 - sofort verf?gbar,2834,1975,leisure,22 - sofort verf?gbar,classic sailboats,22,gasoline,fiberglass / polyester,
1850 harding frb 6501850 harding frb 650,38150,1850,harding,frb 650,sloop boats,21,diesel,other materials,
1969 vineta 11969 vineta 1,38041,1969,vineta,1,classic sailboats,21,other,wood,other
"2021 dalpol phobos 21, verfügbar !2021  20222021 dalpol phobos 21, verfügbar !2021  2022",31392,2021,dalpol,"phobos 21, verfügbar !2021  2022",sailing yachts,21,,fiberglass / polyester,
2013 elan line 2102013 elan line 210,26160,2013,elan line,210,sailing yachts,21,gasoline,other materials,
1982 jaguar jaguar 221982 jaguar jaguar 22,7085,1982,jaguar,jaguar 22,sailing yachts,21,,composite,
1999 etap 21i1999 etap 21i,21691,1999,etap,21i,other (sailboats),21,gasoline,fiberglass / polyester,
2013 lagoon 380 s22013 lagoon 380 s2,250700,2013,lagoon,380 s2,other (sailboats),21,diesel,fiberglass / polyester,
2011 classic yachten rw222011 classic yachten rw22,12971,2011,classic yachten,rw22,daysailers,21,,fiberglass / polyester,
1985 custom 15-er jollenkreuzer1985 custom 15-er jollenkreuzer,10682,1985,custom,15-er jollenkreuzer,daysailers,21,electric,wood,
1981 dehler varianta 651981 dehler varianta 65,5722,1981,dehler,varianta 65,sloop boats,21,other,other materials,other
1999 etap 21i1999 etap 21i,22890,1999,etap,21i,other (sailboats),21,electric,fiberglass / polyester,
1988 fricke & dannhus 15er jollenkreuzer1988 fricke & dannhus 15er jollenkreuzer,20165,1988,fricke & dannhus,15er jollenkreuzer,classic sailboats,21,electric,wood,
2018 heeg pointer 22 -verkauft-2018 heeg pointer 22 -verkauft-,46325,2018,heeg,pointer 22 -verkauft-,daysailers,21,gasoline,fiberglass / polyester,
2017 heeg pointer 22 -verkauft-2017 heeg pointer 22 -verkauft-,43491,2017,heeg,pointer 22 -verkauft-,daysailers,21,,fiberglass / polyester,
1990 jaguar (gb) 211990 jaguar (gb) 21,8720,1990,jaguar (gb),21,other (sailboats),21,electric,fiberglass / polyester,
1992 jeanneau sun way 211992 jeanneau sun way 21,9810,1992,jeanneau,sun way 21,other (sailboats),21,electric,fiberglass / polyester,
2020 sailboat 6.50 mt 2020 sailboat 6.50 mt ,0,2020,sailboat 6.50 mt,,other (sailboats),21,,other materials,other
2022 viko s212022 viko s21,21920,2022,viko,s21,other (sailboats),21,,fiberglass / polyester,
2017 viko s212017 viko s21,26051,2017,viko,s21,other (sailboats),21,gasoline,other materials,
2010 werftbau jollenkreuzer 15er im hafen nahmitz2010 werftbau jollenkreuzer 15er im hafen nahmitz,6431,2010,werftbau,jollenkreuzer 15er im hafen nahmitz,sailing boats with cabin,21,other,wood,
